OS,TIPO,TIPO EQUIPAMENTO,EQUIPAMENTO,MARCA,HORARIO INICIO,HORARIO FIM,TIPO DE SERVIÇO,COMPLEMENTO,RESOLUÇÃO,TEMPO
1828182,CORRETIVA,CABO DE ECG,5 VIAS,GENERICO,2024-01-02 09:07:00,2024-01-02 09:30:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),0.38
1828199,CORRETIVA,MESA CIRURGICA - ELETRICA,BF683 TDP,BARRFAB,2024-01-02 09:02:00,2024-01-02 09:15:00,13 TESTE FUNCIONAL,CAUSA NATURAL,TESTE FUNCIONAL,0.22
1828200,CORRETIVA,COMPRESSOR - COLCHAO DE AR,BIOAIR 946 M02,SALVAPE,2024-01-02 09:22:00,2024-01-02 12:00:00,01 NAO LIGA,CAUSA NATURAL,TESTE FUNCIONAL,2.63
1828205,CORRETIVA,BERCO - AQUECIDO,AMPLA 2085 BABYPUFF,FANEM,2024-01-02 06:59:00,2024-01-02 10:45:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,3.77
1828852,CORRETIVA,ELETROCARDIOGRAFO,PAGEWRITER TC30,PHILIPS MEDICAL,2024-01-02 13:21:00,2024-01-02 14:41:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,1.33
1828853,CORRETIVA,ELETROCARDIOGRAFO,PAGEWRITER TC30,PHILIPS MEDICAL,2024-01-02 13:23:00,2024-01-02 14:36:00,23 APRESENTA ARTEFATO OU INTERFERENCIA,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,1.22
1828855,CORRETIVA,MEDIDOR - SINAIS VITAIS,CARESCAPE V100,GE HEALTHCARE,2024-01-02 13:25:00,2024-01-02 13:48:00,01 NAO LIGA,CAUSA NATURAL,ATUALIZAÇÃO DE DADOS NO SISTEMA,0.38
1828856,CORRETIVA,MEDIDOR - SINAIS VITAIS,CONNEX SPOT 7500,WELCH ALLYN,2024-01-02 13:26:00,2024-01-02 13:51:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.42
1828857,CORRETIVA,SENSOR DE OXIMETRIA,ADULTO,GENERICO,2024-01-02 11:45:00,2024-01-02 12:15:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.5
1828826,CORRETIVA,LAVADORA ULTRASSONICA,Q3240A JET,ULTRONIQUE,2024-01-02 12:24:00,2024-01-02 17:30:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,AJUSTE HIDRÁULICO,5.1
1826248,PREVENTIVA,PROCESSADOR RADIOLOGICO - CR,DIRECTVIEW CR ELITE,CARESTREAM,2024-01-19 07:00:00,2024-01-19 09:00:00,*SERVICO PROGRAMADO,CAUSA NATURAL,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,2.0
1828900,CORRETIVA,BOMBA INFUSORA,EVO IQ,BAXTER,2024-01-02 14:26:00,2024-01-02 14:35:00,02 NAO FUNCIONA,ERRO DE PROCEDIMENTO,AVALIAÇÃO TÉCNICA,0.15
1829842,CORRETIVA,MONITOR - MULTIPARAMETROS,CARDIOCAP 5,GE HEALTHCARE,2024-01-02 10:00:00,2024-01-02 10:10:00,13 TESTE FUNCIONAL,CAUSA NATURAL,TESTE FUNCIONAL,0.17
1829843,CORRETIVA,MONITOR - CONSCIENCIA OU ANALGESIA,VISTA A2000,COVIDIEN - BIS,2024-01-02 10:00:00,2024-01-02 10:10:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.17
1828806,CORRETIVA,INCUBADORA,DUETTO 2386,FANEM,2024-01-02 12:05:00,2024-01-09 16:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),171.92
1829845,CORRETIVA,ULTRASSOM - GERAL,HD11 XE,PHILIPS MEDICAL,2024-01-02 11:00:00,2024-01-02 11:10:00,13 TESTE FUNCIONAL,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.17
1828808,CORRETIVA,INCUBADORA,DUETTO 2386,FANEM,2024-01-02 12:05:00,2024-01-02 12:05:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM PEÇAS,0.0
1829847,CORRETIVA,INSUFLADOR - CO2,THERMOFLATOR 26432020,KARL STORZ,2024-01-02 12:00:00,2024-01-02 12:15:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.25
1829118,CORRETIVA,OXIMETRO DE PULSO,N65,COVIDIEN - NELLCOR,2024-01-02 15:59:00,2024-01-03 07:48:00,02 NAO FUNCIONA,CAUSA NATURAL,TROCA / INSTALAÇÃO DE BATERIA,15.82
1836101,CORRETIVA,CABO DE FIBRA OTICA,GENERICO,GENERICO,2024-01-02 07:00:00,2024-01-23 13:20:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,510.33
1828708,CORRETIVA,MONITOR - MULTIPARAMETROS,B40,GE HEALTHCARE,2024-01-02 10:52:00,2024-01-02 11:03:00,02 NAO FUNCIONA,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.18
1828720,CORRETIVA,COMPRESSOR - COLCHAO DE AR,BIOAIR II 946,SALVAPE,2024-01-02 10:55:00,2024-01-02 11:40:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE ELETRÔNICO,0.75
1828976,CORRETIVA,GLICOSIMETRO,ACCUCHEK PERFORMA,ROCHE,2024-01-02 14:00:00,2024-01-02 16:00:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),2.0
1828738,CORRETIVA,BOMBA INFUSORA,EVO IQ,BAXTER,2024-01-02 11:10:00,2024-01-09 15:48:00,03 EQUIPAMENTO DANIFICADO,MAU USO,ACOMPANHAMENTO DE SERVICO EXTERNO,172.63
1828785,CORRETIVA,BALANCA - ANTROPOMETRICA,2098 PP2,TOLEDO,2024-01-02 11:43:00,2024-01-02 13:00:00,01 NAO LIGA,CAUSA NATURAL,TESTE FUNCIONAL,1.28
1828791,CORRETIVA,MONITOR - MULTIPARAMETROS,DASH 4000,GE HEALTHCARE,2024-01-02 11:48:00,2024-01-08 09:30:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,ERRO DE PROCEDIMENTO,COLOCADO EM TESTE TÉCNICO,141.7
1828809,CORRETIVA,INCUBADORA,DUETTO 2386,FANEM,2024-01-02 12:05:00,2024-01-02 16:30:00,02 NAO FUNCIONA,CAUSA NATURAL,TESTE FUNCIONAL,4.42
1828810,CORRETIVA,INCUBADORA,GIRAFFE OMNIBED CS1,GE HEALTHCARE,2024-01-02 12:05:00,2024-01-02 12:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,ATUALIZAÇÃO DE DADOS NO SISTEMA,0.42
1828311,CORRETIVA,AUTOCLAVE - HORIZONTAL,A 523,ORTOSINTESE,2024-01-02 08:59:00,2024-01-03 11:30:00,18 MOLHANDO MATERIAL,CAUSA NATURAL,TESTE FUNCIONAL,26.52
1828840,CORRETIVA,BOMBA INJETORA DE CONTRASTE,ACCUTRON MR,GUERBET,2024-01-02 13:03:00,2024-01-02 14:00:00,02 NAO FUNCIONA,CAUSA NATURAL,COLOCADO EM TESTE TÉCNICO,0.95
1828313,CORRETIVA,BOMBA INFUSORA,INFUSOMAT COMPACT PLUS,B BRAUN,2024-01-02 09:12:00,2024-03-14 08:30:00,20 DISPLAY DANIFICADO,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,1727.3
1828325,CORRETIVA,URETEROSCOPIO,27001L,KARL STORZ,2024-01-02 10:07:00,2024-03-25 08:20:00,03 EQUIPAMENTO DANIFICADO,MAU USO,SUBSTITUIÇÃO DE PECA(S),1990.22
1840535,PREVENTIVA,MICROSCOPIO - CIRURGICO,OPMI VARIO S88,CARL ZEISS,2024-01-11 10:30:00,2024-01-11 13:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,ACOMPANHAMENTO DE SERVICO EXTERNO,3.0
1829136,CORRETIVA,MEDIDOR - SINAIS VITAIS,VS 900,MINDRAY,2024-01-02 16:16:00,2024-01-02 16:25:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.15
1836875,CORRETIVA,RESSONANCIA MAGNETICA,BRIVO MR355 1.5T,GE HEALTHCARE,2024-01-09 08:00:00,2024-01-15 19:21:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),155.35
1829050,CORRETIVA,BOMBA INFUSORA - SERINGA,PERFUSOR SPACE,B BRAUN,2024-01-02 15:02:00,2024-01-31 08:00:00,03 EQUIPAMENTO DANIFICADO,MAU USO,DEVOLUÇÃO DE EQUIPAMENTO/ACESSÓRIO FUNCIONAL AO SETOR,688.97
1828245,CORRETIVA,BALANCA - ANALITICA,PRIX PS2100,TOLEDO,2024-01-02 09:41:00,2024-01-10 08:00:00,*INSTALACAO,INSTALAÇÃO,REALIZAÇÃO DE CALIBRAÇÃO,190.32
1829123,CORRETIVA,BOMBA INFUSORA - SERINGA,PERFUSOR SPACE,B BRAUN,2024-01-02 15:00:00,2024-01-02 17:58:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM PEÇAS,2.97
1829056,CORRETIVA,SISTEMA DE INTEGRACAO DE IMAGENS,BUZZ,BRAINLAB,2024-01-02 15:15:00,2024-01-02 15:35:00,02 NAO FUNCIONA,CAUSA NATURAL,CONFIGURAÇÃO/REINICIALIZAÇÃO,0.33
1829302,CORRETIVA,AUTOCLAVE - HORIZONTAL,6412,CISA,2024-01-02 18:00:00,2024-01-03 15:00:00,23 APRESENTA ARTEFATO OU INTERFERENCIA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),21.0
1829124,CORRETIVA,MEDIDOR - SINAIS VITAIS,VS 900,MINDRAY,2024-01-02 16:05:00,2024-01-02 16:18:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.22
1838751,PREVENTIVA,ULTRASSOM - GERAL,LOGIQ S8,GE HEALTHCARE,2024-01-10 12:10:00,2024-01-10 13:20:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,TESTE FUNCIONAL,1.17
1829084,CORRETIVA,ASPIRADOR - CIRURGICO,BASIC 30,MEDELA,2024-01-02 15:25:00,2024-03-22 10:00:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PLACA(S),1914.58
1828858,CORRETIVA,GLICOSIMETRO,FREESTYLE PRECISION PRO,ABBOTT,2024-01-02 13:30:00,2024-10-24 09:14:00,*ATIVIDADE GERENCIAL,ATIVIDADE PROGRAMADA,PROCESSOS ADMINISTRATIVOS,7099.73
1830077,CORRETIVA,BOMBA INFUSORA - NUTRICAO,KANGAROO EPUMP,COVIDIEN - KENDALL,2024-01-03 10:44:00,2024-01-03 14:11:00,02 NAO FUNCIONA,CAUSA NATURAL,LIMPEZA,3.45
1830081,CORRETIVA,CAMA - ELETRICA,BKCF023,BK HOSPITALAR,2024-01-03 14:50:00,2024-01-03 15:20:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.5
1830786,INSPECAO/VERIFICACAO,AUTOCLAVE - HORIZONTAL,AC 365,ORTOSINTESE,2024-01-03 14:07:00,2024-01-03 14:08:00,*INSPECAO,CAUSA NATURAL,ROTINA DE INSPEÇÃO,0.02
1831701,CORRETIVA,TERMODESINFECTADORA,DS 610/2,STEELCO,2024-01-03 16:38:00,2024-02-09 12:06:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,883.47
1831694,CORRETIVA,BOMBA INFUSORA,INFUSOMAT COMPACT PLUS,B BRAUN,2024-01-03 16:16:00,2024-02-06 12:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM ACESSÓRIO(S),811.73
1830304,CORRETIVA,BERCO - ELETRICO,MT 301 ELETRICO,META HOSPITALAR,2024-01-03 11:06:00,2024-01-03 12:10:00,03 EQUIPAMENTO DANIFICADO,MAU USO,AVALIAÇÃO TÉCNICA,1.07
1829942,CORRETIVA,RESSONANCIA MAGNETICA,MAGNETOM SEMPRA 1.5T,SIEMENS HEALTHCARE,2024-01-03 08:50:00,2024-01-03 18:00:00,02 NAO FUNCIONA,CAUSA NATURAL,INSTALAÇÃO / ATUALIZAÇÃO DE SOFTWARE,9.17
1830328,CORRETIVA,GLICOSIMETRO,FREESTYLE PRECISION PRO,ABBOTT,2024-01-03 11:30:00,2024-01-05 11:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,47.5
1830329,CORRETIVA,SENSOR DE OXIMETRIA,ADULTO,GENERICO,2024-01-03 11:25:00,2024-01-08 10:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),118.58
1830344,CORRETIVA,FONTE DE LUZ - XENON,EXERA III CLV190,OLYMPUS,2024-01-03 11:51:00,2024-01-03 12:35:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.73
1831589,CORRETIVA,CAMA - ELETRICA,ADVANTA,HILL ROM,2024-01-03 14:25:00,2024-01-03 14:50:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.42
1830372,CORRETIVA,CENTRAL DE MONITORIZACAO,VISTA 120 CMS 16LT,DRAGER HEALTHCARE,2024-01-03 12:15:00,2024-01-03 12:55:00,02 NAO FUNCIONA,MAU USO,AVALIAÇÃO TÉCNICA,0.67
1830386,CORRETIVA,MEDIDOR - SINAIS VITAIS,CARESCAPE V100,GE HEALTHCARE,2024-01-02 12:31:00,2024-01-03 13:10:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),24.65
1830402,CORRETIVA,SISTEMA DE GRAVACAO DE VIDEO,HVO550MD,SONY ELECTRONICS INC,2024-01-03 09:30:00,2024-01-03 16:30:00,02 NAO FUNCIONA,CAUSA NATURAL,AJUSTE ELETRÔNICO,7.0
1830407,CORRETIVA,CAMA - ELETRICA,A5,PARAMOUNT,2024-01-03 08:21:00,2024-01-05 12:00:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),51.65
1830445,CORRETIVA,FOCO CIRURGICO TETO - HALOGENO,SOLA 500 700 PREMIUM,DRAGER HEALTHCARE,2024-01-03 13:39:00,2024-01-03 14:30:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),0.85
1841641,CORRETIVA,TRANSDUTOR LINEAR,L12 4,PHILIPS MEDICAL,2024-01-03 09:10:00,2024-01-26 12:00:00,23 APRESENTA ARTEFATO OU INTERFERENCIA,CAUSA NATURAL,ATUALIZAÇÃO DE DADOS NO SISTEMA,554.83
1837933,CORRETIVA,CAMA - ELETRICA,TOTALCARE,HILL ROM,2024-01-03 13:42:00,2024-01-24 17:00:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,507.3
1830420,CORRETIVA,BOMBA INJETORA DE CONTRASTE,ACCUTRON CT D,GUERBET,2024-01-03 13:00:00,2024-02-07 18:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM PEÇAS,845.0
1830021,CORRETIVA,SISTEMA DE ANESTESIA,9100C,GE HEALTHCARE,2024-01-03 09:50:00,2024-01-03 10:45:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.92
1830022,CORRETIVA,TOMOGRAFO COMPUTADORIZADO,AQUILION 128 TSX101A,CANON,2024-01-03 08:00:00,2024-01-03 08:15:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,INFRAESTRUTURA,AVALIAÇÃO TÉCNICA,0.25
1830023,CORRETIVA,ESTIMULADOR - MUSCULAR TERAPEUTICO,NEURODYN II N53,IBRAMED,2024-01-03 09:52:00,2024-01-03 10:08:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.27
1831619,CORRETIVA,ANALISADOR IMUNOBIOQUIMICO,VITROS ECI,ORTHO CLINICAL DIAGNOSTICS,2024-01-03 15:15:00,2024-01-05 12:00:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,44.75
1830038,CORRETIVA,SISTEMA DE ANESTESIA,ATLAN A300,DRAGER HEALTHCARE,2024-01-03 10:05:00,2024-01-03 12:00:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,1.92
1830017,CORRETIVA,MODULO - SINAIS VITAIS,PDM NELLCOR,GE HEALTHCARE,2024-01-03 09:47:00,2024-01-03 10:07:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),0.33
1830378,CORRETIVA,VIDEOENDOSCOPIO - BAIXA,CF HQ190L,OLYMPUS,2024-01-03 16:00:00,2024-01-03 16:00:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.0
1830356,CORRETIVA,TERMODESINFECTADORA,K155,CISA,2024-01-03 11:57:00,2024-01-04 17:00:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,29.05
1831581,CORRETIVA,CAMA - ELETRICA,CENTURIS P750,HILL ROM,2024-01-03 14:19:00,2024-01-03 15:30:00,03 EQUIPAMENTO DANIFICADO,MAU USO,REVISÃO / REPARO EM PEÇAS,1.18
1831609,CORRETIVA,MONITOR - TRANSPORTE,X2,PHILIPS MEDICAL,2024-01-03 14:48:00,2024-01-03 14:49:00,01 NAO LIGA,CAUSA NATURAL,TROCA / INSTALAÇÃO DE BATERIA,0.02
1829881,CORRETIVA,AUTOCLAVE - HORIZONTAL,HI VAC II,BAUMER,2024-01-03 08:07:00,2024-01-04 18:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,AJUSTE MECÂNICO,33.88
1831624,CORRETIVA,MONITOR - VIDEOCIRURGIA,MDSC 2226LED,BARCO,2024-01-03 15:21:00,2024-01-03 15:23:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.03
1829947,CORRETIVA,INSUFLADOR - CO2,UCR,OLYMPUS,2024-01-03 08:54:00,2024-01-03 09:40:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.77
1831703,CORRETIVA,SENSOR DE TEMPERATURA,MONITORIZACAO,GENERICO,2024-01-03 16:41:00,2024-01-03 17:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,0.32
1829496,SEG. ELETRICA,MONITOR - MULTIPARAMETROS,DASH 5000,GE HEALTHCARE,2024-04-03 08:00:00,2024-04-03 09:30:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE TESTE DE SEGURANÇA ELÉTRICA,1.5
1834592,CORRETIVA,CAMA - ELETRICA,IB 545 045,IDEAL BEQUEM,2024-01-04 13:30:00,2024-01-04 15:00:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM ACESSÓRIO(S),1.5
1830347,CORRETIVA,BERCO - ELETRICO,VLT 220A ESP,VALLITECH,2024-01-03 11:50:00,2024-01-15 08:00:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),284.17
1831733,CORRETIVA,CABO DE PRESSAO NAO INVASIVA,GENERICO,GENERICO,2024-01-03 17:20:00,2024-01-22 13:40:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,452.33
1831746,CORRETIVA,ELETROCARDIOGRAFO,PAGEWRITER TC30,PHILIPS MEDICAL,2024-01-03 17:50:00,2024-01-03 18:20:00,02 NAO FUNCIONA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),0.5
1831751,CORRETIVA,CAMA - ELETRICA,HR900,HILL ROM,2024-01-03 18:13:00,2024-01-24 13:00:00,02 NAO FUNCIONA,CAUSA NATURAL,LIMPEZA,498.78
1831761,CORRETIVA,ESTEIRA ERGOMETRICA,CENTURION 300,MICROMED,2024-01-03 17:30:00,2024-01-04 16:00:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,22.5
1834284,CORRETIVA,BISTURI - ELETRICO,FORCE FX,COVIDIEN - VALLEYLAB,2024-01-03 13:00:00,2024-02-06 10:39:00,02 NAO FUNCIONA,CAUSA NATURAL,ATUALIZAÇÃO DE DADOS NO SISTEMA,813.65
1831730,CORRETIVA,MONITOR - CONSCIENCIA OU ANALGESIA,VISTA A2000,COVIDIEN - BIS,2024-01-03 17:10:00,2024-01-08 16:30:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),119.33
1831717,CORRETIVA,BOMBA INFUSORA,INFUSOMAT SPACE,B BRAUN,2024-01-03 17:02:00,2024-01-03 18:00:00,02 NAO FUNCIONA,ERRO DE PROCEDIMENTO,COLOCADO EM TESTE TÉCNICO,0.97
1831735,CORRETIVA,COMPRESSOR - COLCHAO DE AR,BIOAIR II 946,SALVAPE,2024-01-03 17:20:00,2024-01-22 15:00:00,*ACESSORIO DANIFICADO,CAUSA NATURAL,REPOSIÇÃO DE ACESSÓRIO DANIFICADO,453.67
1829857,CORRETIVA,ULTRASSOM - GERAL,LOGIQ E9,GE HEALTHCARE,2024-01-03 08:00:00,2024-01-05 18:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,AJUSTE ELETRÔNICO,58.0
1829890,CORRETIVA,LARINGOSCOPIO,GENERICO,GENERICO,2024-01-03 08:11:00,2024-01-03 12:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,REVISÃO / REPARO EM CONEXÕES,3.82
1829891,CORRETIVA,ASPIRADOR - CIRURGICO,DOMINANT 50,MEDELA,2024-01-02 08:12:00,2024-01-03 12:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,COLOCADO EM TESTE TÉCNICO,27.8
1829904,CORRETIVA,MACA - TRANSPORTE,DURASTAR P8005,HILL ROM,2024-01-03 08:24:00,2024-01-03 08:38:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM PEÇAS,0.23
1829912,CORRETIVA,TERMOSELADORA MICROPROCESSADA,RSR 2000,RON,2024-01-03 08:28:00,2024-01-03 12:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,COLOCADO EM TESTE TÉCNICO,3.53
1834873,CORRETIVA,MONITOR - MULTIPARAMETROS,DASH 4000,GE HEALTHCARE,2024-01-04 10:00:00,2024-02-12 14:15:00,01 NAO LIGA,MAU USO,ACOMPANHAMENTO DE SERVICO EXTERNO,940.25
1834119,PREVENTIVA,BOMBA INFUSORA - SERINGA,ST 670,SAMTRONIC,2024-04-17 08:35:00,2024-04-17 08:35:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,REALIZAÇÃO DE MANUTENÇÃO PREVENTIVA,0.0
1837077,CORRETIVA,APARELHO DE RAIOS-X - FIXO,MULTIX B,SIEMENS HEALTHCARE,2024-01-04 16:00:00,2024-04-11 16:00:00,02 NAO FUNCIONA,CAUSA NATURAL,INSTALAÇÃO / ATUALIZAÇÃO DE SOFTWARE,2352.0
1964790,CORRETIVA,BOMBA INFUSORA,INFUSOMAT SPACE,B BRAUN,2024-01-04 08:00:00,2024-05-28 16:36:00,03 EQUIPAMENTO DANIFICADO,MAU USO,AVALIAÇÃO TÉCNICA,3488.6
1834535,CORRETIVA,MAPA,90207,SPACELABS,2024-01-04 12:05:00,2024-02-21 12:58:00,02 NAO FUNCIONA,CAUSA NATURAL,ABERTURA DE CHAMADO TÉCNICO/CONTATO COM EMPRESA EXTERNA,1152.88
1993004,CORRETIVA,FONTE DE LUZ - LED,L9000,STRYKER,2024-01-03 08:00:00,2024-06-12 13:00:00,01 NAO LIGA,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),3869.0
1834553,CORRETIVA,OXIMETRO DE PULSO,PM10N,COVIDIEN - NELLCOR,2024-01-04 12:41:00,2024-01-04 13:00:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,0.32
1834588,CORRETIVA,MONITOR - MULTIPARAMETROS,B105,GE HEALTHCARE,2024-01-04 12:17:00,2024-01-04 14:00:00,*SERVICO PROGRAMADO,ATIVIDADE PROGRAMADA,ORGANIZAÇÃO SETORIAL,1.72
1834307,CORRETIVA,HOLTER,H3+,MORTARA,2024-01-04 08:42:00,2024-02-28 15:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,1326.3
1834293,CORRETIVA,SISTEMA DE ALTO FLUXO,PRECISION FLOW,VAPOTHERM,2024-01-04 08:33:00,2024-01-04 11:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,TESTE FUNCIONAL,2.45
1834354,CORRETIVA,MONITOR - MULTIPARAMETROS,B650,GE HEALTHCARE,2024-01-03 19:14:00,2024-01-04 10:05:00,02 NAO FUNCIONA,ERRO DE PROCEDIMENTO,TESTE FUNCIONAL,14.85
1829991,CORRETIVA,ARTROSCOPIO,0° 4MM X 18CM,KARL STORZ,2024-01-03 15:23:00,2024-01-19 09:00:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),377.62
1829924,CORRETIVA,TOMOGRAFO COMPUTADORIZADO,AQUILION 64 TSX101A,CANON,2024-01-03 07:00:00,2024-01-03 18:00:00,02 NAO FUNCIONA,CAUSA NATURAL,ACOMPANHAMENTO DE SERVICO EXTERNO,11.0
1829928,CORRETIVA,TORNIQUETE - PNEUMATICO,SMARTPUMP DUAL CHANNEL,STRYKER,2024-01-03 08:42:00,2024-01-03 12:00:00,05 APRESENTA CODIGO/MENSAGEM DE ERRO,CAUSA NATURAL,REVISÃO / REPARO EM PEÇAS,3.3
1831702,CORRETIVA,LAVADORA ULTRASSONICA,SONIC IRRIGATOR PCF,MEDISAFE,2024-01-03 16:38:00,2024-01-24 16:38:00,02 NAO FUNCIONA,CAUSA NATURAL,AVALIAÇÃO TÉCNICA,504.0
1829936,CORRETIVA,MANGUITO - BRACADEIRA,MONITORIZACAO,GENERICO,2024-01-03 08:49:00,2024-01-03 09:30:00,03 EQUIPAMENTO DANIFICADO,CAUSA NATURAL,SUBSTITUIÇÃO DE PECA(S),0.68
1829939,CORRETIVA,ULTRASSOM PORTATIL - GERAL,VERSANA ACTIVE,GE HEALTHCARE,2024-01-03 08:49:00,2024-01-03 09:52:00,02 NAO FUNCIONA,CAUSA NATURAL,REVISÃO / REPARO EM ACESSÓRIO(S),1.05
1830293,CORRETIVA,MEDIDOR - SINAIS VITAIS,CONNEX SPOT 7100,WELCH ALLYN,2024-01-03 10:58:00,2024-01-03 11:30:00,02 NAO FUNCIONA,CAUSA NATURAL,TROCA / INSTALAÇÃO DE BATERIA,0.53
